"Leveringssektor";"måned";"statistikkvariabel";"11117: Konsumprisindeks for varer og tjenester, etter Leveringssektor, måned og statistikkvariabel"
"B1112 Norske varer uten jordbruks og energivarer";"2021M04";"Konsumprisindeksen (2015=100)";110,1
"B1112 Norske varer uten jordbruks og energivarer";"2021M04";"Månedsendring (prosent)";-0,5
"B1112 Norske varer uten jordbruks og energivarer";"2021M04";"12-måneders endring (prosent)";-0,8
"B1112 Norske varer uten jordbruks og energivarer";"2021M04";"Konsumprisindeksen. Vekter";105,4
"B1112 Norske varer uten jordbruks og energivarer";"2021M05";"Konsumprisindeksen (2015=100)";109,7
"B1112 Norske varer uten jordbruks og energivarer";"2021M05";"Månedsendring (prosent)";-0,4
"B1112 Norske varer uten jordbruks og energivarer";"2021M05";"12-måneders endring (prosent)";-0,8
"B1112 Norske varer uten jordbruks og energivarer";"2021M05";"Konsumprisindeksen. Vekter";105,4
"B1112 Norske varer uten jordbruks og energivarer";"2021M06";"Konsumprisindeksen (2015=100)";109
"B1112 Norske varer uten jordbruks og energivarer";"2021M06";"Månedsendring (prosent)";-0,6
"B1112 Norske varer uten jordbruks og energivarer";"2021M06";"12-måneders endring (prosent)";-1,2
"B1112 Norske varer uten jordbruks og energivarer";"2021M06";"Konsumprisindeksen. Vekter";105,4
"B1112 Norske varer uten jordbruks og energivarer";"2021M07";"Konsumprisindeksen (2015=100)";110,2
"B1112 Norske varer uten jordbruks og energivarer";"2021M07";"Månedsendring (prosent)";1,1
"B1112 Norske varer uten jordbruks og energivarer";"2021M07";"12-måneders endring (prosent)";-2,5
"B1112 Norske varer uten jordbruks og energivarer";"2021M07";"Konsumprisindeksen. Vekter";105,4
"B1112 Norske varer uten jordbruks og energivarer";"2021M08";"Konsumprisindeksen (2015=100)";109,3
"B1112 Norske varer uten jordbruks og energivarer";"2021M08";"Månedsendring (prosent)";-0,8
"B1112 Norske varer uten jordbruks og energivarer";"2021M08";"12-måneders endring (prosent)";-2,4
"B1112 Norske varer uten jordbruks og energivarer";"2021M08";"Konsumprisindeksen. Vekter";105,4
"B1112 Norske varer uten jordbruks og energivarer";"2021M09";"Konsumprisindeksen (2015=100)";108
"B1112 Norske varer uten jordbruks og energivarer";"2021M09";"Månedsendring (prosent)";-1,2
"B1112 Norske varer uten jordbruks og energivarer";"2021M09";"12-måneders endring (prosent)";-3,7
"B1112 Norske varer uten jordbruks og energivarer";"2021M09";"Konsumprisindeksen. Vekter";105,4
"B1112 Norske varer uten jordbruks og energivarer";"2021M10";"Konsumprisindeksen (2015=100)";107,8
"B1112 Norske varer uten jordbruks og energivarer";"2021M10";"Månedsendring (prosent)";-0,2
"B1112 Norske varer uten jordbruks og energivarer";"2021M10";"12-måneders endring (prosent)";-3,8
"B1112 Norske varer uten jordbruks og energivarer";"2021M10";"Konsumprisindeksen. Vekter";105,4
"B1112 Norske varer uten jordbruks og energivarer";"2021M11";"Konsumprisindeksen (2015=100)";108,2
"B1112 Norske varer uten jordbruks og energivarer";"2021M11";"Månedsendring (prosent)";0,4
"B1112 Norske varer uten jordbruks og energivarer";"2021M11";"12-måneders endring (prosent)";-3,4
"B1112 Norske varer uten jordbruks og energivarer";"2021M11";"Konsumprisindeksen. Vekter";105,4
"B1112 Norske varer uten jordbruks og energivarer";"2021M12";"Konsumprisindeksen (2015=100)";107,7
"B1112 Norske varer uten jordbruks og energivarer";"2021M12";"Månedsendring (prosent)";-0,5
"B1112 Norske varer uten jordbruks og energivarer";"2021M12";"12-måneders endring (prosent)";-1,8
"B1112 Norske varer uten jordbruks og energivarer";"2021M12";"Konsumprisindeksen. Vekter";105,4
"B1112 Norske varer uten jordbruks og energivarer";"2022M01";"Konsumprisindeksen (2015=100)";108,9
"B1112 Norske varer uten jordbruks og energivarer";"2022M01";"Månedsendring (prosent)";1,1
"B1112 Norske varer uten jordbruks og energivarer";"2022M01";"12-måneders endring (prosent)";-1,2
"B1112 Norske varer uten jordbruks og energivarer";"2022M01";"Konsumprisindeksen. Vekter";105,1
"B1112 Norske varer uten jordbruks og energivarer";"2022M02";"Konsumprisindeksen (2015=100)";111,9
"B1112 Norske varer uten jordbruks og energivarer";"2022M02";"Månedsendring (prosent)";2,8
"B1112 Norske varer uten jordbruks og energivarer";"2022M02";"12-måneders endring (prosent)";0,7
"B1112 Norske varer uten jordbruks og energivarer";"2022M02";"Konsumprisindeksen. Vekter";105,1
"B1112 Norske varer uten jordbruks og energivarer";"2022M03";"Konsumprisindeksen (2015=100)";111
"B1112 Norske varer uten jordbruks og energivarer";"2022M03";"Månedsendring (prosent)";-0,8
"B1112 Norske varer uten jordbruks og energivarer";"2022M03";"12-måneders endring (prosent)";0,3
"B1112 Norske varer uten jordbruks og energivarer";"2022M03";"Konsumprisindeksen. Vekter";105,1
"B1112 Norske varer uten jordbruks og energivarer";"2022M04";"Konsumprisindeksen (2015=100)";111,8
"B1112 Norske varer uten jordbruks og energivarer";"2022M04";"Månedsendring (prosent)";0,7
"B1112 Norske varer uten jordbruks og energivarer";"2022M04";"12-måneders endring (prosent)";1,5
"B1112 Norske varer uten jordbruks og energivarer";"2022M04";"Konsumprisindeksen. Vekter";105,1
"B1112 Norske varer uten jordbruks og energivarer";"2022M05";"Konsumprisindeksen (2015=100)";111,8
"B1112 Norske varer uten jordbruks og energivarer";"2022M05";"Månedsendring (prosent)";0
"B1112 Norske varer uten jordbruks og energivarer";"2022M05";"12-måneders endring (prosent)";1,9
"B1112 Norske varer uten jordbruks og energivarer";"2022M05";"Konsumprisindeksen. Vekter";105,1
"B1112 Norske varer uten jordbruks og energivarer";"2022M06";"Konsumprisindeksen (2015=100)";112,7
"B1112 Norske varer uten jordbruks og energivarer";"2022M06";"Månedsendring (prosent)";0,8
"B1112 Norske varer uten jordbruks og energivarer";"2022M06";"12-måneders endring (prosent)";3,4
"B1112 Norske varer uten jordbruks og energivarer";"2022M06";"Konsumprisindeksen. Vekter";105,1
"B1112 Norske varer uten jordbruks og energivarer";"2022M07";"Konsumprisindeksen (2015=100)";119,2
"B1112 Norske varer uten jordbruks og energivarer";"2022M07";"Månedsendring (prosent)";5,8
"B1112 Norske varer uten jordbruks og energivarer";"2022M07";"12-måneders endring (prosent)";8,2
"B1112 Norske varer uten jordbruks og energivarer";"2022M07";"Konsumprisindeksen. Vekter";105,1
"B1112 Norske varer uten jordbruks og energivarer";"2022M08";"Konsumprisindeksen (2015=100)";118
"B1112 Norske varer uten jordbruks og energivarer";"2022M08";"Månedsendring (prosent)";-1
"B1112 Norske varer uten jordbruks og energivarer";"2022M08";"12-måneders endring (prosent)";8
"B1112 Norske varer uten jordbruks og energivarer";"2022M08";"Konsumprisindeksen. Vekter";105,1
"B1112 Norske varer uten jordbruks og energivarer";"2022M09";"Konsumprisindeksen (2015=100)";118,3
"B1112 Norske varer uten jordbruks og energivarer";"2022M09";"Månedsendring (prosent)";0,3
"B1112 Norske varer uten jordbruks og energivarer";"2022M09";"12-måneders endring (prosent)";9,5
"B1112 Norske varer uten jordbruks og energivarer";"2022M09";"Konsumprisindeksen. Vekter";105,1
"B112 Energivarer";"2015M01";"Konsumprisindeksen (2015=100)";107
"B112 Energivarer";"2015M01";"Månedsendring (prosent)";..
"B112 Energivarer";"2015M01";"12-måneders endring (prosent)";..
"B112 Energivarer";"2015M01";"Konsumprisindeksen. Vekter";51,4
"B112 Energivarer";"2015M02";"Konsumprisindeksen (2015=100)";104,8
"B112 Energivarer";"2015M02";"Månedsendring (prosent)";-2,1
"B112 Energivarer";"2015M02";"12-måneders endring (prosent)";..
"B112 Energivarer";"2015M02";"Konsumprisindeksen. Vekter";51,4
"B112 Energivarer";"2015M03";"Konsumprisindeksen (2015=100)";103,4
"B112 Energivarer";"2015M03";"Månedsendring (prosent)";-1,3
"B112 Energivarer";"2015M03";"12-måneders endring (prosent)";..
"B112 Energivarer";"2015M03";"Konsumprisindeksen. Vekter";51,4
"B112 Energivarer";"2015M04";"Konsumprisindeksen (2015=100)";103,6
"B112 Energivarer";"2015M04";"Månedsendring (prosent)";0,2
"B112 Energivarer";"2015M04";"12-måneders endring (prosent)";..
"B112 Energivarer";"2015M04";"Konsumprisindeksen. Vekter";51,4
"B112 Energivarer";"2015M05";"Konsumprisindeksen (2015=100)";99,8
"B112 Energivarer";"2015M05";"Månedsendring (prosent)";-3,7
"B112 Energivarer";"2015M05";"12-måneders endring (prosent)";..
"B112 Energivarer";"2015M05";"Konsumprisindeksen. Vekter";51,4
"B112 Energivarer";"2015M06";"Konsumprisindeksen (2015=100)";97,2
"B112 Energivarer";"2015M06";"Månedsendring (prosent)";-2,6
"B112 Energivarer";"2015M06";"12-måneders endring (prosent)";..
"B112 Energivarer";"2015M06";"Konsumprisindeksen. Vekter";51,4
"B112 Energivarer";"2015M07";"Konsumprisindeksen (2015=100)";93,9
"B112 Energivarer";"2015M07";"Månedsendring (prosent)";-3,4
"B112 Energivarer";"2015M07";"12-måneders endring (prosent)";..
"B112 Energivarer";"2015M07";"Konsumprisindeksen. Vekter";51,4
"B112 Energivarer";"2015M08";"Konsumprisindeksen (2015=100)";93,6
"B112 Energivarer";"2015M08";"Månedsendring (prosent)";-0,3
"B112 Energivarer";"2015M08";"12-måneders endring (prosent)";..
"B112 Energivarer";"2015M08";"Konsumprisindeksen. Vekter";51,4
"B112 Energivarer";"2015M09";"Konsumprisindeksen (2015=100)";94
"B112 Energivarer";"2015M09";"Månedsendring (prosent)";0,4
"B112 Energivarer";"2015M09";"12-måneders endring (prosent)";..
"B112 Energivarer";"2015M09";"Konsumprisindeksen. Vekter";51,4
"B112 Energivarer";"2015M10";"Konsumprisindeksen (2015=100)";99,4
"B112 Energivarer";"2015M10";"Månedsendring (prosent)";5,7
"B112 Energivarer";"2015M10";"12-måneders endring (prosent)";..
"B112 Energivarer";"2015M10";"Konsumprisindeksen. Vekter";51,4
"B112 Energivarer";"2015M11";"Konsumprisindeksen (2015=100)";103,6
"B112 Energivarer";"2015M11";"Månedsendring (prosent)";4,2
"B112 Energivarer";"2015M11";"12-måneders endring (prosent)";..
"B112 Energivarer";"2015M11";"Konsumprisindeksen. Vekter";51,4
"B112 Energivarer";"2015M12";"Konsumprisindeksen (2015=100)";99,7
"B112 Energivarer";"2015M12";"Månedsendring (prosent)";-3,8
"B112 Energivarer";"2015M12";"12-måneders endring (prosent)";..
"B112 Energivarer";"2015M12";"Konsumprisindeksen. Vekter";51,4
"B112 Energivarer";"2016M01";"Konsumprisindeksen (2015=100)";109,9
"B112 Energivarer";"2016M01";"Månedsendring (prosent)";10,2
"B112 Energivarer";"2016M01";"12-måneders endring (prosent)";2,7
"B112 Energivarer";"2016M01";"Konsumprisindeksen. Vekter";44,7
"B112 Energivarer";"2016M02";"Konsumprisindeksen (2015=100)";100,9
"B112 Energivarer";"2016M02";"Månedsendring (prosent)";-8,2
"B112 Energivarer";"2016M02";"12-måneders endring (prosent)";-3,7
"B112 Energivarer";"2016M02";"Konsumprisindeksen. Vekter";44,7
"B112 Energivarer";"2016M03";"Konsumprisindeksen (2015=100)";105,7
"B112 Energivarer";"2016M03";"Månedsendring (prosent)";4,8
"B112 Energivarer";"2016M03";"12-måneders endring (prosent)";2,2
"B112 Energivarer";"2016M03";"Konsumprisindeksen. Vekter";44,7
"B112 Energivarer";"2016M04";"Konsumprisindeksen (2015=100)";105
"B112 Energivarer";"2016M04";"Månedsendring (prosent)";-0,7
"B112 Energivarer";"2016M04";"12-måneders endring (prosent)";1,4
"B112 Energivarer";"2016M04";"Konsumprisindeksen. Vekter";44,7
"B112 Energivarer";"2016M05";"Konsumprisindeksen (2015=100)";105,2
"B112 Energivarer";"2016M05";"Månedsendring (prosent)";0,2
"B112 Energivarer";"2016M05";"12-måneders endring (prosent)";5,4
"B112 Energivarer";"2016M05";"Konsumprisindeksen. Vekter";44,7
"B112 Energivarer";"2016M06";"Konsumprisindeksen (2015=100)";110,1
"B112 Energivarer";"2016M06";"Månedsendring (prosent)";4,7
"B112 Energivarer";"2016M06";"12-måneders endring (prosent)";13,3
"B112 Energivarer";"2016M06";"Konsumprisindeksen. Vekter";44,7
"B112 Energivarer";"2016M07";"Konsumprisindeksen (2015=100)";109,6
"B112 Energivarer";"2016M07";"Månedsendring (prosent)";-0,5
"B112 Energivarer";"2016M07";"12-måneders endring (prosent)";16,7
"B112 Energivarer";"2016M07";"Konsumprisindeksen. Vekter";44,7
"B112 Energivarer";"2016M08";"Konsumprisindeksen (2015=100)";106,8
"B112 Energivarer";"2016M08";"Månedsendring (prosent)";-2,6
"B112 Energivarer";"2016M08";"12-måneders endring (prosent)";14,1
"B112 Energivarer";"2016M08";"Konsumprisindeksen. Vekter";44,7
"B112 Energivarer";"2016M09";"Konsumprisindeksen (2015=100)";107
"B112 Energivarer";"2016M09";"Månedsendring (prosent)";0,2
"B112 Energivarer";"2016M09";"12-måneders endring (prosent)";13,8
"B112 Energivarer";"2016M09";"Konsumprisindeksen. Vekter";44,7
"B112 Energivarer";"2016M10";"Konsumprisindeksen (2015=100)";113,6
"B112 Energivarer";"2016M10";"Månedsendring (prosent)";6,2
"B112 Energivarer";"2016M10";"12-måneders endring (prosent)";14,3
"B112 Energivarer";"2016M10";"Konsumprisindeksen. Vekter";44,7
"B112 Energivarer";"2016M11";"Konsumprisindeksen (2015=100)";122,6
"B112 Energivarer";"2016M11";"Månedsendring (prosent)";7,9
"B112 Energivarer";"2016M11";"12-måneders endring (prosent)";18,3
"B112 Energivarer";"2016M11";"Konsumprisindeksen. Vekter";44,7
"B112 Energivarer";"2016M12";"Konsumprisindeksen (2015=100)";118,7
"B112 Energivarer";"2016M12";"Månedsendring (prosent)";-3,2
"B112 Energivarer";"2016M12";"12-måneders endring (prosent)";19,1
"B112 Energivarer";"2016M12";"Konsumprisindeksen. Vekter";44,7
"B112 Energivarer";"2017M01";"Konsumprisindeksen (2015=100)";122,3
"B112 Energivarer";"2017M01";"Månedsendring (prosent)";3
"B112 Energivarer";"2017M01";"12-måneders endring (prosent)";11,3
"B112 Energivarer";"2017M01";"Konsumprisindeksen. Vekter";41,3
"B112 Energivarer";"2017M02";"Konsumprisindeksen (2015=100)";122,4
"B112 Energivarer";"2017M02";"Månedsendring (prosent)";0,1
"B112 Energivarer";"2017M02";"12-måneders endring (prosent)";21,3
"B112 Energivarer";"2017M02";"Konsumprisindeksen. Vekter";41,3
"B112 Energivarer";"2017M03";"Konsumprisindeksen (2015=100)";120,2
"B112 Energivarer";"2017M03";"Månedsendring (prosent)";-1,8
"B112 Energivarer";"2017M03";"12-måneders endring (prosent)";13,7
"B112 Energivarer";"2017M03";"Konsumprisindeksen. Vekter";41,3
"B112 Energivarer";"2017M04";"Konsumprisindeksen (2015=100)";117,2
"B112 Energivarer";"2017M04";"Månedsendring (prosent)";-2,5
"B112 Energivarer";"2017M04";"12-måneders endring (prosent)";11,6
"B112 Energivarer";"2017M04";"Konsumprisindeksen. Vekter";41,3
"B112 Energivarer";"2017M05";"Konsumprisindeksen (2015=100)";117,2
"B112 Energivarer";"2017M05";"Månedsendring (prosent)";0
"B112 Energivarer";"2017M05";"12-måneders endring (prosent)";11,4
"B112 Energivarer";"2017M05";"Konsumprisindeksen. Vekter";41,3
"B112 Energivarer";"2017M06";"Konsumprisindeksen (2015=100)";115,6
"B112 Energivarer";"2017M06";"Månedsendring (prosent)";-1,4
"B112 Energivarer";"2017M06";"12-måneders endring (prosent)";5
"B112 Energivarer";"2017M06";"Konsumprisindeksen. Vekter";41,3
"B112 Energivarer";"2017M07";"Konsumprisindeksen (2015=100)";115,8
"B112 Energivarer";"2017M07";"Månedsendring (prosent)";0,2
"B112 Energivarer";"2017M07";"12-måneders endring (prosent)";5,7
"B112 Energivarer";"2017M07";"Konsumprisindeksen. Vekter";41,3
"B112 Energivarer";"2017M08";"Konsumprisindeksen (2015=100)";117,5
"B112 Energivarer";"2017M08";"Månedsendring (prosent)";1,5
"B112 Energivarer";"2017M08";"12-måneders endring (prosent)";10
"B112 Energivarer";"2017M08";"Konsumprisindeksen. Vekter";41,3
"B112 Energivarer";"2017M09";"Konsumprisindeksen (2015=100)";121,8
"B112 Energivarer";"2017M09";"Månedsendring (prosent)";3,7
"B112 Energivarer";"2017M09";"12-måneders endring (prosent)";13,8
"B112 Energivarer";"2017M09";"Konsumprisindeksen. Vekter";41,3
"B112 Energivarer";"2017M10";"Konsumprisindeksen (2015=100)";116,2
"B112 Energivarer";"2017M10";"Månedsendring (prosent)";-4,6
"B112 Energivarer";"2017M10";"12-måneders endring (prosent)";2,3
"B112 Energivarer";"2017M10";"Konsumprisindeksen. Vekter";41,3
"B112 Energivarer";"2017M11";"Konsumprisindeksen (2015=100)";127,4
"B112 Energivarer";"2017M11";"Månedsendring (prosent)";9,6
"B112 Energivarer";"2017M11";"12-måneders endring (prosent)";3,9
"B112 Energivarer";"2017M11";"Konsumprisindeksen. Vekter";41,3
"B112 Energivarer";"2017M12";"Konsumprisindeksen (2015=100)";125,2
"B112 Energivarer";"2017M12";"Månedsendring (prosent)";-1,7
"B112 Energivarer";"2017M12";"12-måneders endring (prosent)";5,5
"B112 Energivarer";"2017M12";"Konsumprisindeksen. Vekter";41,3
"B112 Energivarer";"2018M01";"Konsumprisindeksen (2015=100)";130,5
"B112 Energivarer";"2018M01";"Månedsendring (prosent)";4,2
"B112 Energivarer";"2018M01";"12-måneders endring (prosent)";6,7
"B112 Energivarer";"2018M01";"Konsumprisindeksen. Vekter";41,7
"B112 Energivarer";"2018M02";"Konsumprisindeksen (2015=100)";137,2
"B112 Energivarer";"2018M02";"Månedsendring (prosent)";5,1
"B112 Energivarer";"2018M02";"12-måneders endring (prosent)";12,1
"B112 Energivarer";"2018M02";"Konsumprisindeksen. Vekter";41,7
"B112 Energivarer";"2018M03";"Konsumprisindeksen (2015=100)";141,5
"B112 Energivarer";"2018M03";"Månedsendring (prosent)";3,1
"B112 Energivarer";"2018M03";"12-måneders endring (prosent)";17,7
"B112 Energivarer";"2018M03";"Konsumprisindeksen. Vekter";41,7
"B112 Energivarer";"2018M04";"Konsumprisindeksen (2015=100)";138,8
"B112 Energivarer";"2018M04";"Månedsendring (prosent)";-1,9
"B112 Energivarer";"2018M04";"12-måneders endring (prosent)";18,4
"B112 Energivarer";"2018M04";"Konsumprisindeksen. Vekter";41,7
"B112 Energivarer";"2018M05";"Konsumprisindeksen (2015=100)";137,7
"B112 Energivarer";"2018M05";"Månedsendring (prosent)";-0,8
"B112 Energivarer";"2018M05";"12-måneders endring (prosent)";17,5
"B112 Energivarer";"2018M05";"Konsumprisindeksen. Vekter";41,7
